Name,Formula,Category,G. cal mol-1,SD. cal mol-1,S. cal mol-1 °K-1,SD. cal mol-1 °K-1,V. cm3 mol-1,SD. cm3 mol-1,a. cal mol-1 °K-1,SD. cal mol-1 °K-1,b·1000. cal mol-1 °K-1,SD·1000. cal mol-1 °K-1,c·10-5. cal mol-1 °K-1,SD·10-5. cal mol-1 °K-1,,,,,,,,,,Tmax. °K,EactH+,lgKH+,nH+,nFe+++,pH+,qH+,EactH2O,lgKH2O,nO2,pH2O,qH2O,EactOH-,lgKOH-,mOH-,pOH-,qOH-,EactPCO2,logKPCO2,nPCO2,pPCO2,qPCO2,Reaction,References to constants,References to uncertainties,References to kinetics,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrF3.aq,Pr(1)F(3)+(0),aq,-377800,,-20.5,,3,,-2713,,-14.4032,,11.4035,,-2.1835,,-29.6505,,-15.3876,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrF4-,Pr(1)F(4)-(1),aq,-447700,,-47.6,,4,,-1378,,-11143,,10.1215,,-2.3182,,-57.8444,,-32.7867,,2.3433,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrNO3+2,Pr(1)N(1)O(3)+(2),aq,-190000,,-34,,4.5,,1.0684,,-5166,,7.7658,,-2.5653,,27.7877,,-0.5419,,1.5684,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrOH+2,Pr(1)O(1)H(1)+(2),aq,-208000,,-4,,4.5,,2.7325,,-1.1081,,6.1822,,-2.7331,,-2.6058,,-9.6751,,1.1216,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrO+,Pr(1)O(1)+(1),aq,-195700,,12,,4,,2.8201,,-0.8945,,6.0986,,-2.7419,,-34.0998,,-18.2101,,0.3685,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrO2H.aq,Pr(1)O(2)H(1),aq,-239700,,47,,3,,4.9706,,4.3537,,4.0423,,-2.9589,,-74.0012,,-29.7599,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrO2-,Pr(1)O(2)-(1),aq,-224700,,37,,4,,5,,4.4265,,4.0111,,-2.9619,,-48.8607,,-25.5841,,1.0691,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrH2PO4+2,Pr(1)H(2)P(1)O(4)+(2),aq,-436000,,-27.3,,4.5,,1.3489,,-4.4844,,7.5048,,-2.5935,,37.0786,,3.0118,,1.4671,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrSO4+,Pr(1)S(1)O(4)+(1),aq,-335500,,-13.1,,4,,-1.3885,,-4.3882,,7.4678,,-2.5975,,-23.4508,,-15.7251,,0.7483,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rb+,Rb(1)+(1),aq,-67800,,28.8,,2.5,,4.2913,,-0.9041,,7407,,-2.7416,,5.7923,,-3.6457,,0.1502,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RbBr.aq,Rb(1)Br(1)+(0),aq,-91010,,54.2,,3,,8.4668,,12.8952,,0.6747,,-3312,,-5172,,-6.9436,,-0.01,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RbCl.aq,Rb(1)Cl(1)+(0),aq,-97870,,48.56,,3,,7.4542,,10.4227,,1.6465,,-3.2098,,-5.6468,,-7.1086,,-0.01,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RbF.aq,Rb(1)F(1)+(0),aq,-136450,,31.6,,3,,4.3647,,2.8788,,4.6115,,-2898,,-3.2196,,-6.2938,,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RbI.aq,Rb(1)I(1)+(0),aq,-78900,,56.3,,3,,10.5225,,17.9145,,-1.2982,,-3.5195,,-3.8174,,-6.5015,,-1,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RbOH.aq,Rb(1)O(1)H(1)+(0),aq,-105100,,32,,,,4.5875,,3.4168,,4.4132,,-2.9202,,-10.2264,,-8.6363,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2-2,S(2)-(2),aq,19000,956,6.8,956,4,,5.5797,,5.8426,,3.4536,,-3.0205,,-3.3496,,-16.2955,,3.1083,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,and,Helgeson.,1988,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2O3-2,S(2)O(3)-(2),aq,-124900,956,16,9.56,4,,6.6685,,12.4951,,-7.7281,,-3.2955,,-0.0577,,-14.7066,,2.9694,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Guillaumont,et,al..,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2O4-2,S(2)O(4)-(2),aq,-143500,956,22,9.56,5,,6.6784,,8528,,2.3917,,-3.1314,,3.3115,,-13.2399,,2.8772,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2O5-2,S(2)O(5)-(2),aq,-189000,22.5,25,1.91,4,,7.3618,,10.1945,,1.7414,,-3.2003,,3.9715,,-12.8732,,2.8343,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(logK)=0;,SD(SO2.aq):,Wagman,et,al..,1982;,SD(H2O.aq):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2O6-2,S(2)O(6)-(2),aq,-231000,956,30,956,4,,8.2257,,12.3054,,0.9087,,-3.2876,,5.0331,,-12.2621,,2.7587,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2O8-2,S(2)O(8)-(2),aq,-266500,956,58.4,956,4,,13.3622,,24.8454,,-4.0153,,-3.8061,,12.9632,,-8.1271,,2.3281,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3-2,S(3)-(2),aq,17600,956,15.8,956,4,,6.7661,,8.7396,,2315,,-3.1403,,-0.3595,,-14.8288,,2.9749,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,and,Helgeson.,1988,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3O6-2,S(3)O(6)-(2),aq,-229000,956,33,956,4,,8.4155,,12.7691,,0.7268,,-3.3068,,5.6683,,-11.8954,,2.7131,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4-2,S(4)-(2),aq,16500,956,24.7,956,4,,7.9381,,11.6012,,1.1902,,-3.2586,,2.6081,,-13.3622,,2839,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,and,Helgeson.,1988,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4O6-2,S(4)O(6)-(2),aq,-248700,956,61.5,956,4,,10.2672,,17.2902,,-1.0502,,-3.4937,,11.7042,956,-8.4122,,2.2805,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Wagman,et,al..,1982;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5-2,S(5)-(2),aq,15700,956,33.6,956,4,,9.1107,,14.4645,,0.0649,,-3377,,5.5361,,-11.9159,,2.7051,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,and,Helgeson.,1988,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5O6-2,S(5)O(6)-(2),aq,-229000,956,40,956,4,,8.8725,,13.8806,,0.2986,,-3.3527,,7.1576,,-11.0399,,2.6076,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCN-,S(1)C(1)N(1)-(1),aq,22160,95.6,34.5,956,3.5,,7.0244,,9.3687,,2.0708,,-3.1662,,10.7414,956,-4.99,,1.1073,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Wagman,et,al..,1982;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO2.aq,S(1)O(2)+(0),aq,-71980,9.56,38.7,956,3,,6.9502,,9189,,2.1383,,-3.1589,,31.2101,,6.4578,,-0.2461,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1989,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO3-2,S(1)O(3)-(2),aq,-116300,107.5,-7,0.5,4.5,,2.4632,,-1.7691,,6.4494,,-2.7058,,-2.7967,,-16.7843,,3321,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO4-2,S(1)O(4)-(2),aq,-177930,47.8,4.5,0.0485,4,,8.3014,,-1.9846,,-6.2122,,-2697,,1.64,9.56,-17998,,3.1463,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Robie,and,Hemingway.,1995;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SbO2-,Sb(1)O(2)-(1),aq,-82400,,-17.1,,,,-0.5113,,-9.0269,,9.2893,,-2.4057,,-2.2802,,-12.0177,,1.8885,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSbO2.aq,H(1)Sb(1)O(2),aq,-97400,,11.1,,,,2.9726,,-0.5203,,5.9475,,-2.7574,,-8.9525,,-8.84,,0.1719,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sc+3,Sc(1)+(3),aq,-140200,,-61,,9,,-2.1109,,-12.9294,,10817,,-2.2444,,21.1134,,-5.8456,,2.5003,,3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScOH+2,Sc(1)O(1)H(1)+(2),aq,-19100,,-15.7,,,,-0.4111,,-8.7778,,9.1827,,-2416,,6.7806,,-6.9659,,1.2944,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScO+,Sc(1)O(1)+(1),aq,-183600,,-3.6,,,,0.1089,,-7.5069,,8.6817,,-2.4686,,-21.4773,,-14.5843,,0.6063,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HScO2.aq,H(1)Sc(1)O(2)+(0),aq,-231600,,30.3,,,,3.3422,,377,,5.6066,,-2.7945,,-47.9689,,-21.7545,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScO2-,Sc(1)O(2)-(1),aq,-218100,,19.2,,,,2.9831,,-0.4979,,5.9465,,-2.7583,,-24.9439,,-18.1287,,1.3369,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeO3-2,Se(1)O(3)-(2),aq,-88400,,3.1,,4,,3.6149,,1.0478,,5.3323,,-2.8222,,-0.6517,,-15.5417,,3.1658,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeO4-2,Se(1)O(4)-(2),aq,-105500,,12.9,,4,,5.7548,,6.2678,,3.2916,,-3038,,1.3971,,-14.3602,,3.0192,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeCN-,Se(1)C(1)N(1)-(1),aq,19500,,46.6,,,,8.8752,,13.8922,,0.2829,,-3.3532,,13.0877,,-3.5845,,923,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSe-,H(1)Se(1)-(1),aq,10500,,19,,4,,4.9823,,4.3855,,4.0227,,-2.9602,,6.9147,,-7.0678,,1.34,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2SeO3.aq,H(2)Se(1)O(3)+(0),aq,-101850,,49.7,,3,,7.9475,,11624,,1.1819,,-3.2594,,22.9944,,4.1356,,-0.4127,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSeO3-,H(1)Se(1)O(3)-(1),aq,-98340,,32.3,,4,,6.4061,,7.8624,,2.6551,,-3.1039,,20.4808,,-1.7105,,1.1402,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSeO4-,H(1)Se(1)O(4)-(1),aq,-108100,,35.7,,4,,7.5244,,10.5922,,1.5837,,-3.2168,,23.2855,,-0.5697,,1.0885,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiF6-2,Si(1)F(6)-(2),aq,-525700,956,29.2,956,4,,8.5311,,13.0492,,0.6211,,-3.3185,,4097,,-12.6289,,2.7716,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,and,Helgeson.,1988,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiO2.aq,Si(1)O(2)+(0),aq,-199190,163,18,1,3,,1.9,,1.7,,20,,-2.7,,29.1,,-51.2,,0.1291,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1989,SD(G):,Holland,and,Powell.,2011;,SD(Sr)=0;,SD(S(H4SiO4.aq)).,SD(H2O.aq):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSiO3-,H(1)Si(1)O(3)-(1),aq,-242801,163,5,1,4,,2.9735,,-0.5158,,5.9467,,-2.7575,,8.1489,,-7.3123,,1.5511,,-1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(logK)=0;,SD(G(SiO2.aq)):,Holland,and,Powell.,2011;,SD(H2O.aq).,SD(S(H4SiO4.aq)):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sm+2,Sm(1)+(2),aq,-123000,,-6.2,,4.5,,-0.0353,,-7.8592,,8.8194,,-2454,,10.5009,,-5.2141,,1.1512,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sm+3,Sm(1)+(3),aq,-159100,,-50.7,,9,,-3.2065,,-15.6108,,11.8857,,-2.1337,,1.9385,,-11.8548,,2.2955,,3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sm+4,Sm(1)+(4),aq,-39900,,-101.1,,,,-4.2886,,-18.25,,12.9154,,-2.0244,,40.2222,,-3.0752,,3.7093,,4,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmCO3+,Sm(1)C(1)O(3)+(1),aq,-296000,,-42.6,,4,,-1.0455,,-10.3293,,9798,,-2.3519,,-24.0049,,-17.3342,,1.1907,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmHCO3+2,Sm(1)H(1)C(1)O(3)+(2),aq,-301800,,-11.9,,4.5,,0.3694,,-6.8727,,8.4365,,-2.4948,,29.6747,,1.1765,,1.2366,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmOH+2,Sm(1)O(1)H(1)+(2),aq,-204900,,-4.9,,4.5,,2.7076,,-1.1676,,6.2027,,-2.7306,,-1.9523,,-9.4714,,1.1289,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmO+,Sm(1)O(1)+(1),aq,-193300,,11,,4,,2.8115,,-0.9157,,6.1076,,-2741,,-33.2571,,-17.9657,,0.3837,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmO2H.aq,Sm(1)O(2)H(1)+(0),aq,-237100,,45.9,,3,,4.9296,,4.2552,,4.0768,,-2.9548,,-69.5359,,-29.2507,,-0.3,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmO2-,Sm(1)O(2)-(1),aq,-224700,,35.9,,4,,4.9642,,4.3393,,4.0456,,-2.9583,,-47.3681,,-25.1156,,1.0848,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmCl+2,Sm(1)Cl(1)+(2),aq,-190900,,-24.1,,4.5,,-0.5006,,-8.9988,,9.2743,,-2.4069,,8.5369,,-6.7552,,1.4192,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmCl2+,Sm(1)Cl(2)+(1),aq,-221800,,-7.7,,4,,2.5888,,-1.4617,,6.3276,,-2.7185,,-9.2005,,-10.5032,,0.6644,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmCl3.aq,Sm(1)Cl(3)+(0),aq,-252700,,-0.7,,3,,6.0808,,7.0673,,2.9692,,-3.0711,,-51.8359,,-23.0986,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmCl4-,Sm(1)Cl(4)-(1),aq,-283500,,-4.3,,4,,10.8148,,18.6261,,-1.5732,,-3.5489,,-97.6675,,-44.5415,,1.6917,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmH2PO4+2,Sm(1)H(2)P(1)O(4)+(2),aq,-432300,,-28.3,,4.5,,1.3708,,-4.4295,,7.4801,,-2.5958,,33.5675,,1.7285,,1.4867,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmNO3+2,Sm(1)N(1)O(3)+(2),aq,-186700,,-35.4,,4.5,,1.0908,,-5.1124,,7.7478,,-2.5676,,24.2912,,-1.8252,,1.5897,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmF+2,Sm(1)F(1)+(2),aq,-232400,,-15.4,,4.5,,-3.1578,,-15.4843,,11.8177,,-2.1388,,9.7908,,-5.9197,,1.2944,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmF2+,Sm(1)F(2)+(1),aq,-304200,,-11.2,,4,,-2.9212,,-14.9061,,11.5895,,-2.1627,,-2.9564,,-8508,,0.7191,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmF3.aq,Sm(1)F(3)+(0),aq,-374800,,-21.2,,3,,-2.6941,,-14.3529,,11.3752,,-2.1856,,-41.8267,,-19.6196,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmF4-,Sm(1)F(4)-(1),aq,-444800,,-48.5,,4,,-1.3502,,-11.0723,,10.0878,,-2.3212,,-76.2703,,-39.2546,,2.3632,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmSO4+,Sm(1)S(1)O(4)+(1),aq,-342000,,-13.3,,4,,-1.3885,,-4.3882,,7.4678,,-2.5975,,-25.0918,,-16.2954,,0.7483,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sn+2,Sn(1)+(2),aq,-6570,,-4,,6,,0.0094,,-7.7516,,8781,,-2.4584,,7416,,-6.1919,,1.1216,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnO.aq,Sn(1)O(1)+(0),aq,-53600,,14.8,,,,2.7401,,-1.0905,,6.1776,,-2.7338,,-13.0981,,-9.6344,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnOH+,Sn(1)O(1)H(1)+(1),aq,-58600,,19.2,,4,,2.9337,,-0.6181,,5.9928,,-2.7533,,0.9969,,-5.6622,,0.2595,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSnO2-,H(1)Sn(1)O(2)-(1),aq,-97300,,9.4,,,,4.1971,,2.4678,,4.7779,,-2.8809,,-6.7372,,-12.2825,,1.4874,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sr+2,Sr(1)+(2),aq,-134760,,-7.53,,5,,0.7071,,-10.1508,,7.0027,,-2.3594,,10.7452,,-5.0818,,1.1363,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SrCl+,Sr(1)Cl(1)+(1),aq,-165800,,11,,4,,2.7719,,-1.0104,,6.1402,,-2.7372,,16.6402,,-0.6227,,0.3837,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SrCO3.aq,Sr(1)C(1)O(3)+(0),aq,-264860,,8.5,,3,,-149,,-8144,,8951,,-2442,,-13.26,,-9665,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
